RCDTS,RCDT,Site_Number,Site_County,District_Clean,City_Clean,Site_Address,Site_Zip,School_Name_Clean,Title_1_Status,#_Student_Enrollment,%_Student_Enrollment_-_Low_Income,Student_Attendance_Rate,Student_Chronic_Truancy_Rate,Chronically_Truant_Students,High_School_Dropout_Rate_-_Total,High_School_4-Year_Graduation_Rate_-_Total,Chronic_Absenteeism,Free_Eligibles,Reduced_Eligibles,PaidEligibles,Enrollment,Eligibility_Percent,Participates_in_CEP,Poverty_Level
200962000262003,20096200026,12900,Wayne,north wayne cusd 200,johnsonville,891 County Highway 16,62850-1010,johnsonville elem school,Schoolwide Title I Program,87,46,95.4,0,0,NA,NA,7.6,35,3,47,85,44.71,Non-CEP,Mid-Low Poverty
200962250160001,20096225016,12901,Wayne,fairfield comm h s dist 225,fairfield,300 W King St,62837-1710,fairfield comm high school,Targeted Assistance Title I Program,427,46.6,92.9,13,51,4.2,89.1,24,150,22,257,429,40.090000000000003,Non-CEP,Mid-Low Poverty
200970010260003,20097001026,12902,White,grayville cusd 1,grayville,728 W North St,62844-1338,grayville jr sr high school,Schoolwide Title I Program,153,48.4,93.5,11.4,17,4.7,80.6,24.7,66,11,76,153,50.33,Non-CEP,Mid-Low Poverty
200970010262002,20097001026,12903,White,grayville cusd 1,grayville,704 W North St,62844-1338,wells elementary school,Schoolwide Title I Program,152,57.9,93.5,5.9,6,NA,NA,22.5,75,9,45,129,65.12,Non-CEP,Mid-High Poverty
200970030260001,20097003026,12904,White,norris cityomahaenfield cusd 3,norris city,PO Box 399,62869-0399,norris cityomahaenfield h s,"Eligible, but Not a Participant in Title I Program",190,42.1,93.7,3.7,7,4,97.7,21.9,77,3,111,191,41.88,Non-CEP,Mid-Low Poverty
200970030262002,20097003026,12905,White,norris cityomahaenfield cusd 3,norris city,PO Box 399,62869-0399,norris cityomaha elem school,Targeted Assistance Title I Program,378,39.2,94.4,8.8,29,NA,NA,14.8,158,4,213,375,43.2,Non-CEP,Mid-Low Poverty
200970030262003,20097003026,12906,White,norris cityomahaenfield cusd 3,enfield,PO Box 39,62835-0039,booth elementary school,Targeted Assistance Title I Program,148,66.2,93.2,0,0,NA,NA,25.4,84,4,31,119,73.95,Non-CEP,Mid-High Poverty
200970050260001,20097005026,12907,White,carmiwhite county cusd 5,carmi,800 W Main St,62821-1350,carmiwhite county high school,"Eligible, but Not a Participant in Title I Program",350,47.7,93.4,11.5,41,3.1,92.2,27.9,137,11,190,338,43.79,Non-CEP,Mid-Low Poverty
200970050261007,20097005026,12908,White,carmiwhite county cusd 5,carmi,800 W Main St,62821-1350,carmi white cnty jr high sch,Schoolwide Title I Program,187,61,93.6,9.5,18,NA,NA,22.2,94,2,87,183,52.46,Non-CEP,Mid-High Poverty
200970050262005,20097005026,12909,White,carmiwhite county cusd 5,carmi,713 4th St,62821-1077,jefferson attendance center,Schoolwide Title I Program,226,65.9,95.4,6.6,15,NA,NA,9.6,136,5,89,230,61.3,Non-CEP,Mid-High Poverty
200970050262006,20097005026,12910,White,carmiwhite county cusd 5,carmi,113 10th St,62821-1484,lincoln attendance center,Schoolwide Title I Program,193,52.3,94.6,5.5,5,NA,NA,16.6,107,4,79,190,58.42,Non-CEP,Mid-High Poverty
200970050262007,20097005026,12911,White,carmiwhite county cusd 5,carmi,205 W Main St,62821-1485,washington attendance center,Schoolwide Title I Program,345,56.2,95.5,21.1,74,NA,NA,10.3,169,8,170,347,51.01,Non-CEP,Mid-High Poverty
210280470041002,21028047004,12917,Franklin,benton ccsd 47,benton,1000 Forrest St,62812-3337,benton grade sch 58,Schoolwide Title I Program,480,53.1,93.8,12.1,58,NA,NA,23.8,480,0,7,487,98.41,CEP,Mid-High Poverty
210280470042001,21028047004,12919,Franklin,benton ccsd 47,benton,1000 E McKenzie St,62812-3352,benton grade sch k4,Schoolwide Title I Program,658,57,95.1,7.2,33,NA,NA,15.1,666,0,0,666,100,CEP,Mid-High Poverty
210280910042001,21028091004,12921,Franklin,akin ccsd 91,akin,21962 Akin Blacktop,62890-1304,akin comm cons elem school,Schoolwide Title I Program,94,46.8,89.8,0,0,NA,NA,NA,30,3,45,78,42.31,Non-CEP,Mid-Low Poverty
210280990260001,21028099026,12916,Franklin,christopher usd 99,christopher,1 Bearcat Dr,62822-1099,christopher high,Schoolwide Title I Program,252,60.7,93.8,15.1,38,4.6,78.3,23,242,0,27,269,89.79,CEP,Mid-High Poverty
210280990262001,21028099026,12915,Franklin,christopher usd 99,christopher,501 S Snider St,62822-1360,christopher elem school,Schoolwide Title I Program,552,66.8,94.4,8,36,NA,NA,17.6,512,0,0,512,100,CEP,Mid-High Poverty
210281030130001,21028103013,12922,Franklin,benton cons hsd 103,benton,511 E Main St,62812-2522,benton cons high school,Schoolwide Title I Program,561,56.3,94,9,51,3.7,85.6,18.4,278,35,247,560,55.89,Non-CEP,Mid-High Poverty
210281150042001,21028115004,12925,Franklin,ewing northern ccsd 115,ewing,51 N Main St,62836-1437,ewingnorthern elem school,Schoolwide Title I Program,207,50.2,95.6,3.6,6,NA,NA,6.5,110,4,93,207,55.07,Non-CEP,Mid-High Poverty
210281680260001,21028168026,12926,Franklin,frankfort cusd 168,west frankfort,601 E Main St,62896-1333,frankfort community high school,Schoolwide Title I Program,465,43.4,86.3,26.5,122,8.1,74.5,48.2,331,0,153,484,68.28,CEP,Mid-Low Poverty
210281680261002,21028168026,12927,Franklin,frankfort cusd 168,west frankfort,1600 E 9th St,62896-1600,central jr high school,Schoolwide Title I Program,257,57.6,90,20.8,53,NA,NA,38.4,214,0,44,258,82.92,CEP,Mid-High Poverty
210281680262003,21028168026,12928,Franklin,frankfort cusd 168,west frankfort,1401 W 6th St,62896-1800,denning elementary school,Schoolwide Title I Program,488,53.5,93.2,36.1,85,NA,NA,23.3,340,0,44,384,88.35,CEP,Mid-High Poverty
210281680262004,21028168026,44287,Franklin,frankfort cusd 168,west frankfort,800 N Cherry St,62896-1668,frankfort intermediate school,Schoolwide Title I Program,496,52,93.7,14.4,72,NA,NA,20.6,459,0,41,500,91.73,CEP,Mid-High Poverty
210281740260001,21028174026,58724,Franklin,thompsonville cusd 174,thompsonville,21191 Shawneetown Rd,62890-1035,thompsonville high school,Schoolwide Title I Program,107,41.1,92.5,18.5,19,5.4,96.7,29.2,74,0,33,107,68.569999999999993,CEP,Mid-Low Poverty
210281740262001,21028174026,58725,Franklin,thompsonville cusd 174,thompsonville,21191 Shawneetown Rd,62890-1035,thompsonville grade  school,Schoolwide Title I Program,245,49,94.4,13.1,24,NA,NA,12.6,221,0,26,247,89.39,CEP,Mid-Low Poverty
210281880260001,21028188026,12930,Franklin,zeiglerroyalton cusd 188,zeigler,PO Box 38,62999-0038,zeiglerroyalton high school,Schoolwide Title I Program,179,54.7,91.7,18.3,32,6.8,77.3,29.1,144,0,36,180,80,CEP,Mid-High Poverty
210281880261001,21028188026,12931,Franklin,zeiglerroyalton cusd 188,zeigler,PO Box 87,62999-0087,zeiglerroyalton jr high school,Schoolwide Title I Program,118,68.6,93.1,26,31,NA,NA,27.6,110,0,10,120,90.94,CEP,Mid-High Poverty
210281880262003,21028188026,12932,Franklin,zeiglerroyalton cusd 188,zeigler,PO Box 87,62999-0087,zeiglerroyalton elem school,Schoolwide Title I Program,292,67.1,94,20.3,42,NA,NA,22.6,283,0,12,295,95.89,CEP,Mid-High Poverty
210281960260001,21028196026,12933,Franklin,sesservalier cusd 196,sesser,4626 State Highway 154,62884-2277,sesservalier high school,"Eligible, but Not a Participant in Title I Program",173,41.6,94.5,7.5,13,4.9,76.8,17.4,58,11,105,174,39.659999999999997,Non-CEP,Mid-Low Poverty
210281960261001,21028196026,12934,Franklin,sesservalier cusd 196,sesser,4626 State Highway 154,62884-2277,sesservalier jr high school,Schoolwide Title I Program,144,41.7,96,3.4,5,NA,NA,9.6,55,6,85,146,41.78,Non-CEP,Mid-Low Poverty
210281960262001,21028196026,12935,Franklin,sesservalier cusd 196,sesser,4626 State Highway 154,62884-2277,sesservalier elem school,Schoolwide Title I Program,310,52.9,95,5.1,12,NA,NA,14.5,142,13,131,286,54.2,Non-CEP,Mid-High Poverty
210440010260001,21044001026,10063,Johnson,goreville cud 1,goreville,201 S Ferne Clyffe Rd,62939-2698,goreville high school,"Eligible, but Not a Participant in Title I Program",173,37.6,95.4,3.8,6,4.8,87,14.5,64,3,106,173,38.729999999999997,Non-CEP,Mid-Low Poverty
210440010262001,21044001026,10064,Johnson,goreville cud 1,goreville,201 S Ferne Clyffe Rd,62939-2698,goreville elementary school,Schoolwide Title I Program,393,49.1,97.7,NA,NA,NA,NA,97.3,167,17,179,363,50.69,Non-CEP,Mid-Low Poverty
210440320032003,21044032003,10066,Johnson,new simpson hill sd 32,tunnel hill,95 Tunnel Hill Rd,62972-3200,new simpson hill dist 32,Targeted Assistance Title I Program,254,50.4,94.9,5.7,10,NA,NA,11.3,106,8,104,218,52.29,Non-CEP,Mid-High Poverty
210440430032001,21044043003,10067,Johnson,buncombe cons sd 43,buncombe,PO Box 40,62912-0040,buncombe cons school,Schoolwide Title I Program,60,63.3,94.4,0,0,NA,NA,25.5,35,2,22,59,62.71,Non-CEP,Mid-High Poverty
210440550022001,21044055002,10068,Johnson,vienna sd 55,vienna,PO Box 427,62995-0427,vienna elem school dist 55,Schoolwide Title I Program,400,59.3,95,6,20,NA,NA,13.2,193,28,182,403,54.84,Non-CEP,Mid-High Poverty
210440640022001,21044064002,10069,Johnson,cypress sd 64,cypress,4580 Mount Pisgah Rd,62923-2139,cypress elem school,Targeted Assistance Title I Program,121,62.8,95.8,0,0,NA,NA,5.8,73,2,46,121,61.98,Non-CEP,Mid-High Poverty
210441330170001,21044133017,10070,Johnson,vienna hsd 133,vienna,601 N 1st St,62995-1603,vienna high school,Schoolwide Title I Program,386,49.2,92.7,15.5,58,4.4,87,27.5,173,21,197,391,49.62,Non-CEP,Mid-Low Poverty
210610010260001,21061001026,10071,Massac,massac ud 1,metropolis,2841 Old Marion Rd,62960-2943,massac county high school,Schoolwide Title I Program,551,49.4,89.9,11.8,66,6.3,73.4,37.5,238,14,308,560,45,Non-CEP,Mid-Low Poverty
210610010261001,21061001026,10072,Massac,massac ud 1,metropolis,3028 Old Marion Rd,62960-2942,massac jr high school,Schoolwide Title I Program,323,62.2,93,7.3,23,NA,NA,25.2,176,10,131,317,58.68,Non-CEP,Mid-High Poverty
210610010262001,21061001026,10073,Massac,massac ud 1,metropolis,4915 Jefferson School Rd,62960-3514,jefferson elem school,"Eligible, but Not a Participant in Title I Program",112,33.9,95.5,4,4,NA,NA,16.8,37,3,74,114,35.090000000000003,Non-CEP,Mid-Low Poverty
210610010262002,21061001026,10074,Massac,massac ud 1,metropolis,1006 Mount Mission Rd,62960-3002,franklin elem school,"Eligible, but Not a Participant in Title I Program",181,39.8,96.2,2.4,4,NA,NA,9.1,70,4,110,184,40.22,Non-CEP,Mid-Low Poverty
210610010262003,21061001026,10075,Massac,massac ud 1,metropolis,1015 Filmore St,62960-1762,metropolis elem school,Schoolwide Title I Program,529,97.9,93.6,18.6,74,NA,NA,23.9,429,14,101,544,81.430000000000007,Non-CEP,High Poverty
210610010262006,21061001026,10077,Massac,massac ud 1,brookport,6846 Unity School Rd,62910-2022,unity elem school,Schoolwide Title I Program,150,49.3,94.8,1.4,2,NA,NA,7.9,59,3,88,150,41.33,Non-CEP,Mid-Low Poverty
210610010262010,21061001026,10079,Massac,massac ud 1,brookport,PO Box 278,62910-0278,brookport elementary school,Schoolwide Title I Program,209,90.4,92.5,12.9,17,NA,NA,31.8,177,10,25,212,88.21,Non-CEP,High Poverty
210610380260001,21061038026,10080,Massac,joppamaple grove ud 38,joppa,PO Box 10,62953-0010,joppa jr  sr high school,"Eligible, but Not a Participant in Title I Program",104,54.8,94.3,16.4,17,4.1,80,23.1,98,0,9,107,90.98,CEP,Mid-High Poverty
210610380262001,21061038026,10081,Massac,joppamaple grove ud 38,metropolis,1698 Grand Chain Rd,62960-6211,maple grove elem school,Schoolwide Title I Program,143,90.9,95.4,7.7,8,NA,NA,8.6,144,0,0,144,100,CEP,High Poverty
211000010260001,21100001026,12937,Williamson,johnston city cusd 1,johnston city,1500 Jefferson Ave,62951-1501,johnston city high school,"Eligible, but Not a Participant in Title I Program",358,60.9,92.3,16.2,58,5.1,78.8,31.5,173,16,172,361,52.35,Non-CEP,Mid-High Poverty
211000010262002,21100001026,12938,Williamson,johnston city cusd 1,johnston city,100 E 12th St,62951-1513,washington middle school,Schoolwide Title I Program,318,59.7,94.8,6.9,22,NA,NA,17.3,166,21,135,322,58.07,Non-CEP,Mid-High Poverty
211000010262003,21100001026,12939,Williamson,johnston city cusd 1,johnston city,1108 Grand Ave,62951-1229,jefferson elem school,Schoolwide Title I Program,296,71.3,95.2,7.8,11,NA,NA,9.9,158,18,68,244,72.13,Non-CEP,Mid-High Poverty
211000010262004,21100001026,12940,Williamson,johnston city cusd 1,pittsburg,20163 Corinth Rd,62974-1449,lincoln elem school,Schoolwide Title I Program,158,69.6,95.7,0.6,1,NA,NA,9,92,15,52,159,67.3,Non-CEP,Mid-High Poverty
211000020260001,21100002026,12941,Williamson,marion cusd 2,marion,1501 S Carbon St,62959-1435,marion high school,"Eligible, but Not a Participant in Title I Program",1106,48.4,91.7,17.5,192,6.5,81.2,28.9,536,34,669,1239,46,Non-CEP,Mid-Low Poverty
211000020261002,21100002026,12942,Williamson,marion cusd 2,marion,1609 W Main St,62959-1145,marion jr high school,"Eligible, but Not a Participant in Title I Program",850,54,94.1,6.4,54,NA,NA,17.6,465,27,462,954,51.57,Non-CEP,Mid-High Poverty
211000020262003,21100002026,12943,Williamson,marion cusd 2,creal springs,15470 Lake of Egypt Rd,62922-3731,adams school,Schoolwide Title I Program,274,48.2,94.3,4.3,9,NA,NA,15.4,124,10,109,243,55.14,Non-CEP,Mid-Low Poverty
211000020262004,21100002026,12944,Williamson,marion cusd 2,marion,700 E Boulevard St,62959-3306,jefferson elem school,Schoolwide Title I Program,436,42.9,95.2,6.1,13,NA,NA,15,125,17,135,277,51.26,Non-CEP,Mid-Low Poverty
211000020262005,21100002026,12945,Williamson,marion cusd 2,marion,400 Morningside Dr,62959-5323,lincoln elem school,Schoolwide Title I Program,538,56.3,94.6,6.1,27,NA,NA,15.9,312,18,224,554,59.57,Non-CEP,Mid-High Poverty
211000020262007,21100002026,12946,Williamson,marion cusd 2,marion,1400 W Hendrickson St,62959-1509,longfellow elem school,Schoolwide Title I Program,261,64.8,93.9,8.7,19,NA,NA,20,163,15,94,272,65.44,Non-CEP,Mid-High Poverty
211000020262010,21100002026,12947,Williamson,marion cusd 2,marion,420 E Main St,62959-2669,washington elem school,Schoolwide Title I Program,534,48.1,95.9,3.4,15,NA,NA,9.5,271,24,279,574,51.39,Non-CEP,Mid-Low Poverty
211000030260001,21100003026,12948,Williamson,crab orchard cusd 3,marion,19189 Bailey St,62959-7355,crab orchard high school,"Eligible, but Not a Participant in Title I Program",134,43.3,93.6,0.7,1,3.5,91.2,25.2,106,0,30,136,77.78,CEP,Mid-Low Poverty
211000030262001,21100003026,12949,Williamson,crab orchard cusd 3,marion,19189 Bailey St,62959-7355,crab orchard elementary school,Schoolwide Title I Program,363,28.1,94.7,0.3,1,NA,NA,14.8,284,0,63,347,81.61,CEP,Mid-Low Poverty
211000040260001,21100004026,12950,Williamson,herrin cusd 4,herrin,700 N 10th St,62948-3338,herrin high school,"Eligible, but Not a Participant in Title I Program",766,52.3,93,12.2,91,4.5,92.8,26.6,372,36,366,774,52.71,Non-CEP,Mid-High Poverty
211000040261001,21100004026,12951,Williamson,herrin cusd 4,herrin,700 S 14th St,62948-3808,herrin middle school,"Eligible, but Not a Participant in Title I Program",505,61,93.9,17.8,89,NA,NA,19.5,293,17,200,510,60.78,Non-CEP,Mid-High Poverty
211000040262008,21100004026,12953,Williamson,herrin cusd 4,herrin,601 N 17th St,62948-1201,north side primary center,Schoolwide Title I Program,523,62.1,94.4,6.9,13,NA,NA,16,253,12,131,396,66.92,Non-CEP,Mid-High Poverty
211000040262010,21100004026,12954,Williamson,herrin cusd 4,herrin,5200 Herrin Rd,62948-6346,herrin c u s d 4 elem school,Schoolwide Title I Program,692,66,94.8,10.4,71,NA,NA,9.3,445,23,231,699,66.95,Non-CEP,Mid-High Poverty
211000050260001,21100005026,12955,Williamson,carterville cusd 5,carterville,1415 W Grand Ave,62918-2303,carterville high school,"Eligible, but Not a Participant in Title I Program",618,31.2,93.6,4.6,27,3.4,95.5,24.7,171,26,430,627,31.42,Non-CEP,Mid-Low Poverty
211000050261001,21100005026,12956,Williamson,carterville cusd 5,carterville,816 S Division St,62918-1527,carterville jr high sch,"Eligible, but Not a Participant in Title I Program",328,32,95.3,5.2,17,NA,NA,10.9,88,18,223,329,32.22,Non-CEP,Mid-Low Poverty
211000050262001,21100005026,12959,Williamson,carterville cusd 5,carterville,1405 W Grand Ave,62918-2303,tric elementary school,Schoolwide Title I Program,676,43.2,95.2,2.4,12,NA,NA,10.4,253,31,391,675,42.07,Non-CEP,Mid-Low Poverty
211000050262006,21100005026,69658,Williamson,carterville cusd 5,carterville,300 School St,62918-1257,carterville intermediate sch,Schoolwide Title I Program,516,38.4,95.7,2.6,13,NA,NA,8.8,170,25,321,516,37.79,Non-CEP,Mid-Low Poverty
240320010260001,24032001026,12993,Grundy,coal city cusd 1,coal city,655 W Division St,60416-1454,coal city high school,Schoolwide Title I Program,685,23.9,95.2,3.3,22,1.3,93.6,10.6,167,13,515,695,25.9,Non-CEP,Low Poverty
240320010261002,24032001026,12994,Grundy,coal city cusd 1,coal city,500 S Carbon Hill Rd,60416-9526,coal city middle school,Schoolwide Title I Program,454,26,95.7,0,0,NA,NA,7,107,9,330,446,26.01,Non-CEP,Mid-Low Poverty
240320010262003,24032001026,12995,Grundy,coal city cusd 1,coal city,300 N Broadway St,60416-1043,coal city elem school,Schoolwide Title I Program,341,33.4,95.9,1.6,5,NA,NA,4.1,110,10,200,320,37.5,Non-CEP,Mid-Low Poverty
240320010262004,24032001026,44284,Grundy,coal city cusd 1,coal city,305 E Division St,60416-1612,coal city intermediate school,Schoolwide Title I Program,326,27.3,96.2,1.5,5,NA,NA,4,85,5,238,328,27.44,Non-CEP,Mid-Low Poverty
240320010262005,24032001026,60803,Grundy,coal city cusd 1,coal city,755 S Carbon Hill Rd,60416-9527,coal city early childhood center,Schoolwide Title I Program,404,32.7,95.1,2,3,NA,NA,9.2,124,8,157,289,45.67,Non-CEP,Mid-Low Poverty
24032002C021002,24032002C02,12996,Grundy,mazonveronakinsman esd 2c,mazon,1013 North St,60444-6236,mazonveronakinsman middle sch,Schoolwide Title I Program,138,41.3,95,0.7,1,NA,NA,17,43,9,85,137,37.96,Non-CEP,Mid-Low Poverty
24032002C022001,24032002C02,12997,Grundy,mazonveronakinsman esd 2c,mazon,1013 North St,60444-6236,mazonveronakinsman elem school,Schoolwide Title I Program,169,34.9,95.1,0,0,NA,NA,8.9,56,3,103,162,36.42,Non-CEP,Mid-Low Poverty
24032024C042001,24032024C04,12999,Grundy,nettle creek ccsd 24c,morris,8820 Scott School Rd,60450-8425,nettle creek elem school,NA,91,8.8,95.9,1.2,1,NA,NA,7.3,10,0,81,91,10.99,Non-CEP,Low Poverty
240320540021006,24032054002,13001,Grundy,morris sd 54,morris,725 School St,60450-1218,shabbona middle school,Schoolwide Title I Program,354,41.8,NA,NA,NA,NA,NA,NA,149,8,208,365,43.01,Non-CEP,Mid-Low Poverty
240320540022004,24032054002,46581,Grundy,morris sd 54,morris,2001 Dupont Ave,60450-3605,white oak elementary,Schoolwide Title I Program,805,41.2,95.7,0,0,NA,NA,NA,311,33,407,751,45.81,Non-CEP,Mid-Low Poverty
24032060C042001,24032060C04,13005,Grundy,saratoga ccsd 60c,morris,4040 N Division St,60450-9357,saratoga elem school,Targeted Assistance Title I Program,794,27.8,95.7,1.7,11,NA,NA,6.5,233,7,512,752,31.91,Non-CEP,Mid-Low Poverty
24032072C042001,24032072C04,56052,Grundy,gardner ccsd 72c,gardner,598 N Elm St,60424-7050,gardner elem school,Targeted Assistance Title I Program,176,33,96.2,5.2,8,NA,NA,8.4,52,3,115,170,32.35,Non-CEP,Mid-Low Poverty
240320730170001,24032073017,13006,Grundy,gardner s wilmington twp hsd 73,gardner,500 E Main St,60424-6316,gardnersouth wilmington twp h s,Targeted Assistance Title I Program,224,20.5,96.2,5.7,11,2.7,87.3,9.8,67,8,144,219,34.25,Non-CEP,Low Poverty
240320740032001,24032074003,68736,Grundy,south wilmington ccsd 74,south wilmington,PO Box 459,60474-0459,south wilmington grade school,NA,75,14.7,96.1,2.6,2,NA,NA,2.6,8,2,62,72,13.89,Non-CEP,Low Poverty
240320750022001,24032075002,13007,Grundy,braceville sd 75,braceville,209 N Mitchell St,60407-9068,braceville elem school,Schoolwide Title I Program,96,54.2,94.9,8.3,7,NA,NA,9.5,44,4,49,97,49.48,Non-CEP,Mid-High Poverty
240322010041002,24032201004,13009,Grundy,minooka ccsd 201,minooka,333 W McEvilly Rd,60447-8786,minooka jr high school,NA,982,22.6,94.6,8.4,82,NA,NA,13.4,210,30,757,997,24.07,Non-CEP,Low Poverty
240322010042001,24032201004,13010,Grundy,minooka ccsd 201,minooka,400 W Coady Dr,60447-9118,minooka elem school,Targeted Assistance Title I Program,568,28.7,95.3,9.6,43,NA,NA,7.8,158,11,405,574,29.44,Non-CEP,Mid-Low Poverty
240322010042002,24032201004,13011,Grundy,minooka ccsd 201,minooka,321 W McEvilly Rd,60447-8786,minooka intermediate school,Targeted Assistance Title I Program,1076,23.8,95.7,4.9,53,NA,NA,6.1,255,35,807,1097,26.44,Non-CEP,Low Poverty
240322010042003,24032201004,52820,Will,minooka ccsd 201,shorewood,301 Wynstone Dr,60404-5319,walnut trails elem school,NA,568,10.7,96.3,4.2,19,NA,NA,2.4,61,2,513,576,10.94,Non-CEP,Low Poverty
240322010042004,24032201004,57138,Grundy,minooka ccsd 201,minooka,1004 Misty Creek Dr,60447-4200,aux sable,NA,689,19,95.1,5.3,30,NA,NA,8.6,122,11,557,690,19.28,Non-CEP,Low Poverty
240322010042005,24032201004,62765,Will,minooka ccsd 201,joliet,800 Barberry Way,60431-7917,jones elementary school,Targeted Assistance Title I Program,610,21.3,96,7.1,37,NA,NA,5.2,123,15,483,621,22.22,Non-CEP,Low Poverty
